Date,Close,High,Low,Open,Volume
1993-01-29,24.313018798828125,24.33031113083298,24.209264806798984,24.33031113083298,1003200
1993-02-01,24.485965728759766,24.485965728759766,24.33033459065324,24.33033459065324,480500
1993-02-02,24.53782844543457,24.55512078401486,24.416782075372524,24.4686590911134,201300
1993-02-03,24.797224044799805,24.81451639071668,24.555131201963544,24.57242354788042,529400
1993-02-04,24.900983810424805,24.95286086002986,24.607013862662846,24.883691460556456,531500
1993-02-05,24.883695602416992,24.935572660656916,24.74535678044386,24.883695602416992,492100
1993-02-08,24.883695602416992,24.9701573661502,24.84911089692371,24.883695602416992,596100
1993-02-09,24.710763931274414,24.797225666513302,24.658886890131082,24.797225666513302,122100
1993-02-10,24.745344161987305,24.762636505916017,24.641590098415033,24.71075947412988,379600
1993-02-11,24.86639404296875,24.970148121033986,24.779932311247716,24.779932311247716,19500
1993-02-12,24.676183700561523,24.831814852141797,24.676183700561523,24.831814852141797,42500
1993-02-16,24.053659439086914,24.607014652638878,24.019074738239915,24.607014652638878,374800
1993-02-17,24.03635025024414,24.088227265172723,23.949888558696497,24.053642588553668,210900
1993-02-18,24.019065856933594,24.313035705434583,23.690511320373666,24.313035705434583,378100
1993-02-19,24.105531692504883,24.105531692504883,23.98448526363291,24.01906995759633,34900
1993-02-22,24.191980361938477,24.226565037223594,24.10551867372569,24.17468802429592,513600
1993-02-23,24.174686431884766,24.27844045090573,24.053640076360306,24.261148114402236,373700
1993-02-24,24.485965728759766,24.485965728759766,24.19199580122522,24.19199580122522,26300
1993-02-25,24.53782844543457,24.55512078401486,24.416782075372524,24.4686590911134,44500
1993-02-26,24.572420120239258,24.589712463744004,24.45137371570606,24.589712463744004,66200
1993-03-01,24.503250122070312,24.65888120964874,24.46866543594177,24.65888120964874,66500
1993-03-02,24.86639404296875,24.866394042968746,24.48596242339621,24.52054711608462,182400
1993-03-03,24.97014808654785,24.987440432868176,24.866394008625907,24.900978701266556,280100
1993-03-04,24.831806182861328,25.004729624246156,24.831806182861328,25.004729624246156,89500
1993-03-05,24.762632369995117,24.970140462481112,24.74534002895462,24.866386416238115,40000
1993-03-08,25.315988540649414,25.315988540649414,24.814510625568246,24.814510625568246,50800
1993-03-09,25.229536056518555,25.28141310118583,25.177659011851276,25.264120752963404,169300
1993-03-10,25.281400680541992,25.281400680541992,25.125769623001037,25.229523661361675,194400
1993-03-11,25.212236404418945,25.367867493335112,25.177651717993133,25.298698120483483,70900
1993-03-12,24.952856063842773,25.02202545002113,24.797224944941465,25.00473310347654,643600
1993-03-15,25.073896408081055,25.073896408081055,24.93555766927785,24.93555766927785,310800
1993-03-16,25.073896408081055,25.143065777482658,25.073896408081055,25.073896408081055,30800
1993-03-17,24.918270111083984,25.03931653077697,24.883685419743134,25.03931653077697,21800
1993-03-18,25.073896408081055,25.17765046218346,25.022019381029853,25.022019381029853,59300
1993-03-19,25.035953521728516,25.1749456301073,25.035953521728516,25.1749456301073,66900
1993-03-22,24.896957397460938,24.94907942969568,24.775339322246545,24.792713332991458,183400
1993-03-23,24.94908332824707,24.983831355166632,24.914335301327505,24.96645734170685,55200
1993-03-24,24.94908332824707,25.05332740900576,24.79271720710903,24.914335301327505,37200
1993-03-25,25.10544776916504,25.15756980605604,24.931707646195036,24.96645567078904,110100
1993-03-26,24.966445922851562,25.105437966959297,24.9490719173381,25.08806396144583,101500
1993-03-29,25.07070541381836,25.192323527398905,24.9838353326894,24.9838353326894,87100
1993-03-30,25.14020538330078,25.14020538330078,25.070709307604027,25.105457345452404,56000
1993-03-31,25.122817993164062,25.279184080258442,25.12281799316406,25.20968804154983,111600
1993-04-01,25.035953521728516,25.15757161655995,24.98383148108647,25.15757161655995,129500
1993-04-02,24.514726638793945,24.827458800025905,24.514726638793945,24.827458800025905,59400
1993-04-05,24.636337280273438,24.705833295168425,24.566841265378446,24.705833295168425,172200
1993-04-06,24.566858291625977,24.68847640198056,24.49736222856621,24.68847640198056,129700
1993-04-07,24.653718948364258,24.653718948364258,24.549474893614303,24.60159692098928,28000
1993-04-08,24.61897850036621,24.75797061610575,24.514734413561555,24.75797061610575,180800
1993-04-12,24.966445922851562,24.98381992836503,24.82745387874383,24.862201889770766,348500
1993-04-13,25.01858901977539,25.105459120538498,24.93171891901228,24.949092939164903,146100
1993-04-14,24.983829498291016,25.053325546964984,24.966455486122523,25.035951534796492,119600
1993-04-15,24.983829498291016,25.035951534796492,24.879585425280066,24.966455486122523,148600
1993-04-16,24.983829498291016,25.035951534796492,24.94908147395403,25.001203510459508,47900
1993-04-19,24.87958526611328,25.053325386686698,24.86221125405594,24.983829338457333,157000
1993-04-20,24.75795555114746,24.879573578416256,24.601589516087582,24.84482557062517,279500
1993-04-21,24.74059295654297,24.810089004173708,24.67109690891223,24.810089004173708,67900
1993-04-22,24.42784881591797,24.84482489812425,24.42784881591797,24.63633685702111,97700
1993-04-23,24.3236141204834,24.445232191085818,24.28886610031128,24.375736150741577,106000
1993-04-26,24.132505416870117,24.427863654513594,24.063009360954002,24.340993584618452,62600
1993-04-27,24.39311408996582,24.39311408996582,24.097755870927774,24.097755870927774,156800
1993-04-28,24.34099769592285,24.410493763577165,24.306249662095695,24.35837171283643,85900
1993-04-29,24.44523811340332,24.445238113403317,24.254123956155674,24.393116070517596,85000
1993-04-30,24.479978561401367,24.618970632722313,24.479978561401367,24.532100588146722,88500
1993-05-03,24.636337280273438,24.636337280273438,24.410475231864723,24.514719254207208,80500
1993-05-04,24.72321891784668,24.810088977290977,24.653722870291244,24.688470894068963,149100
1993-05-05,24.79271697998047,24.879587046483554,24.723220926778,24.723220926778,109000
1993-05-06,24.705852508544922,24.775348577485975,24.688478491309656,24.757974560250712,54700
1993-05-07,24.653718948364258,24.723214984864228,24.618970930114273,24.723214984864228,68000
1993-05-10,24.705852508544922,24.84484464642703,24.688478491309656,24.688478491309656,113900
1993-05-11,24.810089111328125,24.810089111328125,24.636348991500896,24.70584503943179,42600
1993-05-12,24.775341033935547,24.7927150458808,24.70584498615452,24.70584498615452,31000
1993-05-13,24.479978561401367,24.671092659467668,24.462604552486248,24.671092659467668,129100
1993-05-14,24.462594985961914,24.549464996565472,24.445220983841203,24.479968988082625,63500
1993-05-17,24.549476623535156,24.549476623535153,24.427858551090182,24.532102613185874,34000
1993-05-18,24.532108306884766,24.584230350029703,24.445238234976532,24.56685633564806,105200
1993-05-19,25.035953521728516,25.035953521728516,24.37574100692929,24.532107128855422,50200
1993-05-20,25.10544776916504,25.10544776916504,24.98382968308604,25.03595171997704,98200
1993-05-21,24.87958526611328,25.15756945903075,24.86221125405594,25.122821434916066,221400
1993-05-24,24.983829498291016,25.070699559133473,24.931707461785543,24.931707461785543,30500
1993-05-25,25.035953521728516,25.08807556237056,25.035953521728516,25.08807556237056,191800
