Date,Close,High,Low,Open,Volume
1993-01-29,24.241403579711914,24.258644976283545,24.137955200282136,24.258644976283545,1003200
1993-02-01,24.413818359375,24.413818359374996,24.258645785056938,24.258645785056938,480500
1993-02-02,24.465545654296875,24.482787053630418,24.344855858962077,24.396580056962705,201300
1993-02-03,24.724157333374023,24.74139872621459,24.482777833606075,24.500019226446643,529400
1993-02-04,24.827617645263672,24.879341848691304,24.53451382584042,24.810376244121127,531500
1993-02-05,24.810379028320312,24.86210323755239,24.672447803701434,24.81037902832031,492100
1993-02-08,24.810379028320312,24.896586043707106,24.775896222165592,24.81037902832031,596100
1993-02-09,24.637958526611328,24.724165519356642,24.586234330964135,24.724165519356642,122100
1993-02-10,24.672447204589844,24.689688607248538,24.568998788637685,24.63796439927246,379600
1993-02-11,24.79313087463379,24.89657926493129,24.70692388271921,24.70692388271921,19500
1993-02-12,24.60348892211914,24.758661592265653,24.60348892211914,24.758661592265653,42500
1993-02-16,23.982778549194336,24.534503145581265,23.948295761920154,24.534503145581265,374800
1993-02-17,23.96554946899414,24.017273676481178,23.879342456515744,23.98279087148982,210900
1993-02-18,23.94830322265625,24.241407005798912,23.620716641496806,24.241407005798912,378100
1993-02-19,24.034515380859375,24.034515380859375,23.91382556187371,23.94830836729819,34900
1993-02-22,24.12071990966797,24.155202711540262,24.034512904987242,24.103478508731826,513600
1993-02-23,24.10347557067871,24.206923963685917,23.98278577883697,24.18968256485138,373700
1993-02-24,24.413818359375,24.413818359374996,24.120714607885326,24.120714607885326,26300
1993-02-25,24.465545654296875,24.482787053630418,24.344855858962077,24.396580056962705,44500
1993-02-26,24.500030517578125,24.5172719183646,24.379340712072814,24.5172719183646,66200
1993-03-01,24.431053161621094,24.586225694051997,24.39657037663645,24.586225694051997,66500
1993-03-02,24.79313087463379,24.79313087463379,24.41382011020963,24.448302906975464,182400
1993-03-03,24.896564483642578,24.913805871789148,24.79311615476318,24.82759893105631,280100
1993-03-04,24.75864601135254,24.931059980790927,24.75864601135254,24.931059980790927,89500
1993-03-05,24.689685821533203,24.896582630093537,24.672444420819843,24.793134225813372,40000
1993-03-08,25.241411209106445,25.241411209106445,24.741410577232067,24.741410577232067,50800
1993-03-09,25.155181884765625,25.2069060421709,25.103457727360347,25.18966465636914,169300
1993-03-10,25.206926345825195,25.20692634582519,25.05175374862107,25.15520214675715,194400
1993-03-11,25.137943267822266,25.29311575712981,25.10346049242059,25.22415020632646,70900
1993-03-12,24.87932777404785,24.94829333960308,24.724155251548595,24.93105194821427,643600
1993-03-15,25.00002670288086,25.000026702880863,24.862095521071865,24.862095521071865,310800
1993-03-16,25.00002670288086,25.06899229378536,25.000026702880863,25.000026702880863,30800
1993-03-17,24.84486198425293,24.965551806522026,24.81037917789033,24.965551806522026,21800
1993-03-18,25.00002670288086,25.10347508923761,24.948302509702486,24.948302509702486,59300
1993-03-19,24.96220588684082,25.100788570459642,24.96220588684082,25.100788570459642,66900
1993-03-22,24.823612213134766,24.875580696483965,24.702352418653298,24.719675246436363,183400
1993-03-23,24.875581741333008,24.910227398354362,24.840936084311654,24.892904569843687,55200
1993-03-24,24.875581741333008,24.979518712397073,24.71967628473691,24.840936084311654,37200
1993-03-25,25.03148651123047,25.08345499533683,24.858258230875933,24.89290388694684,110100
